"Counting","AGEP Age","MB by Commonwealth Electoral Divisions (UR)","Count"
"Persons Place of Usual Residence","13","Hawke",1799
"Persons Place of Usual Residence","13","Ballarat",1605
"Persons Place of Usual Residence","13","Gippsland",1705
"Persons Place of Usual Residence","13","Flinders",1481
"Persons Place of Usual Residence","13","Wills",1271
"Persons Place of Usual Residence","13","Melbourne",776
"Persons Place of Usual Residence","13","Cooper",1331
"Persons Place of Usual Residence","13","Maribyrnong",1546
"Persons Place of Usual Residence","13","Macnamara",1058
"Persons Place of Usual Residence","13","Higgins",1388
"Persons Place of Usual Residence","13","Kooyong",2151
"Persons Place of Usual Residence","13","Menzies",1793
"Persons Place of Usual Residence","13","Chisholm",1975
"Persons Place of Usual Residence","13","Deakin",1809
"Persons Place of Usual Residence","13","Goldstein",2013
"Persons Place of Usual Residence","13","Hotham",1863
"Persons Place of Usual Residence","13","Isaacs",1689
"Persons Place of Usual Residence","13","Jagajaga",1794
"Persons Place of Usual Residence","13","Scullin",1805
"Persons Place of Usual Residence","13","Gorton",2071
"Persons Place of Usual Residence","13","Calwell",2088
"Persons Place of Usual Residence","13","Aston",1836
"Persons Place of Usual Residence","13","La Trobe",1735
"Persons Place of Usual Residence","13","Bruce",2180
"Persons Place of Usual Residence","13","Holt",1947
"Persons Place of Usual Residence","13","Fraser",1648
"Persons Place of Usual Residence","13","Lalor",1922
"Persons Place of Usual Residence","13","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","13","No usual address (Vic.)",21
"Persons Place of Usual Residence","13","Total",67121
"Persons Place of Usual Residence","14","Casey",1899
"Persons Place of Usual Residence","14","Dunkley",1727
"Persons Place of Usual Residence","14","Gellibrand",1629
"Persons Place of Usual Residence","14","Nicholls",1893
"Persons Place of Usual Residence","14","Indi",1799
"Persons Place of Usual Residence","14","Corio",1755
"Persons Place of Usual Residence","14","Corangamite",1481
"Persons Place of Usual Residence","14","McEwen",1721
"Persons Place of Usual Residence","14","Monash",1470
"Persons Place of Usual Residence","14","Bendigo",1749
"Persons Place of Usual Residence","14","Wannon",1780
"Persons Place of Usual Residence","14","Mallee",1978
"Persons Place of Usual Residence","14","Hawke",1755
"Persons Place of Usual Residence","14","Ballarat",1694
"Persons Place of Usual Residence","14","Gippsland",1668
"Persons Place of Usual Residence","14","Flinders",1550
"Persons Place of Usual Residence","14","Wills",1227
"Persons Place of Usual Residence","14","Melbourne",702
"Persons Place of Usual Residence","14","Cooper",1273
"Persons Place of Usual Residence","14","Maribyrnong",1475
"Persons Place of Usual Residence","14","Macnamara",923
"Persons Place of Usual Residence","14","Higgins",1278
"Persons Place of Usual Residence","14","Kooyong",2113
"Persons Place of Usual Residence","14","Menzies",1873
"Persons Place of Usual Residence","14","Chisholm",1918
"Persons Place of Usual Residence","14","Deakin",1875
"Persons Place of Usual Residence","14","Goldstein",1930
"Persons Place of Usual Residence","14","Hotham",1806
"Persons Place of Usual Residence","14","Isaacs",1741
"Persons Place of Usual Residence","14","Jagajaga",1754
"Persons Place of Usual Residence","14","Scullin",1746
"Persons Place of Usual Residence","14","Gorton",2136
"Persons Place of Usual Residence","14","Calwell",2001
"Persons Place of Usual Residence","14","Aston",1892
"Persons Place of Usual Residence","14","La Trobe",1665
"Persons Place of Usual Residence","14","Bruce",2125
"Persons Place of Usual Residence","14","Holt",2006
"Persons Place of Usual Residence","14","Fraser",1505
"Persons Place of Usual Residence","14","Lalor",1846
"Persons Place of Usual Residence","14","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","14","No usual address (Vic.)",39
"Persons Place of Usual Residence","14","Total",66385
"Persons Place of Usual Residence","15","Casey",1920
"Persons Place of Usual Residence","15","Dunkley",1846
"Persons Place of Usual Residence","15","Gellibrand",1671
"Persons Place of Usual Residence","15","Nicholls",1880
"Persons Place of Usual Residence","15","Indi",1869
"Persons Place of Usual Residence","15","Corio",1775
"Persons Place of Usual Residence","15","Corangamite",1370
"Persons Place of Usual Residence","15","McEwen",1834
"Persons Place of Usual Residence","15","Monash",1448
"Persons Place of Usual Residence","15","Bendigo",1708
"Persons Place of Usual Residence","15","Wannon",1820
"Persons Place of Usual Residence","15","Mallee",2055
"Persons Place of Usual Residence","15","Hawke",1731
"Persons Place of Usual Residence","15","Ballarat",1680
"Persons Place of Usual Residence","15","Gippsland",1656
"Persons Place of Usual Residence","15","Flinders",1536
"Persons Place of Usual Residence","15","Wills",1210
"Persons Place of Usual Residence","15","Melbourne",752
"Persons Place of Usual Residence","15","Cooper",1212
"Persons Place of Usual Residence","15","Maribyrnong",1518
"Persons Place of Usual Residence","15","Macnamara",1018
"Persons Place of Usual Residence","15","Higgins",1349
"Persons Place of Usual Residence","15","Kooyong",2201
"Persons Place of Usual Residence","15","Menzies",2025
"Persons Place of Usual Residence","15","Chisholm",2056
"Persons Place of Usual Residence","15","Deakin",1915
"Persons Place of Usual Residence","15","Goldstein",1857
"Persons Place of Usual Residence","15","Hotham",1895
"Persons Place of Usual Residence","15","Isaacs",1646
"Persons Place of Usual Residence","15","Jagajaga",1690
"Persons Place of Usual Residence","15","Scullin",1708
"Persons Place of Usual Residence","15","Gorton",2107
"Persons Place of Usual Residence","15","Calwell",2132
"Persons Place of Usual Residence","15","Aston",1831
"Persons Place of Usual Residence","15","La Trobe",1753
"Persons Place of Usual Residence","15","Bruce",2265
"Persons Place of Usual Residence","15","Holt",1942
"Persons Place of Usual Residence","15","Fraser",1657
"Persons Place of Usual Residence","15","Lalor",1916
"Persons Place of Usual Residence","15","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","15","No usual address (Vic.)",30
"Persons Place of Usual Residence","15","Total",67491
"Persons Place of Usual Residence","16","Casey",2046
"Persons Place of Usual Residence","16","Dunkley",1838
"Persons Place of Usual Residence","16","Gellibrand",1655
"Persons Place of Usual Residence","16","Nicholls",2043
"Persons Place of Usual Residence","16","Indi",1744
"Persons Place of Usual Residence","16","Corio",1865
"Persons Place of Usual Residence","16","Corangamite",1376
"Persons Place of Usual Residence","16","McEwen",1828
"Persons Place of Usual Residence","16","Monash",1544
"Persons Place of Usual Residence","16","Bendigo",1714
"Persons Place of Usual Residence","16","Wannon",1789
"Persons Place of Usual Residence","16","Mallee",2054
"Persons Place of Usual Residence","16","Hawke",1813
"Persons Place of Usual Residence","16","Ballarat",1679
"Persons Place of Usual Residence","16","Gippsland",1705
"Persons Place of Usual Residence","16","Flinders",1535
"Persons Place of Usual Residence","16","Wills",1200
"Persons Place of Usual Residence","16","Melbourne",878
"Persons Place of Usual Residence","16","Cooper",1363
"Persons Place of Usual Residence","16","Maribyrnong",1518
"Persons Place of Usual Residence","16","Macnamara",1022
"Persons Place of Usual Residence","16","Higgins",1405
"Persons Place of Usual Residence","16","Kooyong",2349
"Persons Place of Usual Residence","16","Menzies",2017
"Persons Place of Usual Residence","16","Chisholm",2132
"Persons Place of Usual Residence","16","Deakin",1907
"Persons Place of Usual Residence","16","Goldstein",1965
"Persons Place of Usual Residence","16","Hotham",1979
"Persons Place of Usual Residence","16","Isaacs",1655
"Persons Place of Usual Residence","16","Jagajaga",1833
"Persons Place of Usual Residence","16","Scullin",1827
"Persons Place of Usual Residence","16","Gorton",2138
"Persons Place of Usual Residence","16","Calwell",2068
"Persons Place of Usual Residence","16","Aston",2013
"Persons Place of Usual Residence","16","La Trobe",1629
"Persons Place of Usual Residence","16","Bruce",2368
"Persons Place of Usual Residence","16","Holt",1997
"Persons Place of Usual Residence","16","Fraser",1773
"Persons Place of Usual Residence","16","Lalor",1857
"Persons Place of Usual Residence","16","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","16","No usual address (Vic.)",38
"Persons Place of Usual Residence","16","Total",69150
"Persons Place of Usual Residence","17","Casey",1972
"Persons Place of Usual Residence","17","Dunkley",1971
"Persons Place of Usual Residence","17","Gellibrand",1651
"Persons Place of Usual Residence","17","Nicholls",2051
"Persons Place of Usual Residence","17","Indi",1759
"Persons Place of Usual Residence","17","Corio",1972
"Persons Place of Usual Residence","17","Corangamite",1389
"Persons Place of Usual Residence","17","McEwen",1802
"Persons Place of Usual Residence","17","Monash",1514
"Persons Place of Usual Residence","17","Bendigo",1729
"Persons Place of Usual Residence","17","Wannon",1876
"Persons Place of Usual Residence","17","Mallee",2137
"Persons Place of Usual Residence","17","Hawke",1890
"Persons Place of Usual Residence","17","Ballarat",1819
"Persons Place of Usual Residence","17","Gippsland",1784
"Persons Place of Usual Residence","17","Flinders",1573
"Persons Place of Usual Residence","17","Wills",1277
"Persons Place of Usual Residence","17","Melbourne",1302
"Persons Place of Usual Residence","17","Cooper",1303
"Persons Place of Usual Residence","17","Maribyrnong",1500
"Persons Place of Usual Residence","17","Macnamara",999
"Persons Place of Usual Residence","17","Higgins",1323
"Persons Place of Usual Residence","17","Kooyong",2276
"Persons Place of Usual Residence","17","Menzies",2110
"Persons Place of Usual Residence","17","Chisholm",2141
"Persons Place of Usual Residence","17","Deakin",1880
"Persons Place of Usual Residence","17","Goldstein",1951
"Persons Place of Usual Residence","17","Hotham",1847
"Persons Place of Usual Residence","17","Isaacs",1684
"Persons Place of Usual Residence","17","Jagajaga",1824
"Persons Place of Usual Residence","17","Scullin",1828
"Persons Place of Usual Residence","17","Gorton",2087
"Persons Place of Usual Residence","17","Calwell",2099
"Persons Place of Usual Residence","17","Aston",2002
"Persons Place of Usual Residence","17","La Trobe",1775
"Persons Place of Usual Residence","17","Bruce",2391
"Persons Place of Usual Residence","17","Holt",1983
"Persons Place of Usual Residence","17","Fraser",1679
"Persons Place of Usual Residence","17","Lalor",1978
"Persons Place of Usual Residence","17","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","17","No usual address (Vic.)",59
"Persons Place of Usual Residence","17","Total",70182
"Persons Place of Usual Residence","18","Casey",1974
"Persons Place of Usual Residence","18","Dunkley",1809
"Persons Place of Usual Residence","18","Gellibrand",1623
"Persons Place of Usual Residence","18","Nicholls",1919
"Persons Place of Usual Residence","18","Indi",1644
"Persons Place of Usual Residence","18","Corio",1864
"Persons Place of Usual Residence","18","Corangamite",1445
"Persons Place of Usual Residence","18","McEwen",1648
"Persons Place of Usual Residence","18","Monash",1464
"Persons Place of Usual Residence","18","Bendigo",1730
"Persons Place of Usual Residence","18","Wannon",1759
"Persons Place of Usual Residence","18","Mallee",1866
"Persons Place of Usual Residence","18","Hawke",1737
"Persons Place of Usual Residence","18","Ballarat",1715
"Persons Place of Usual Residence","18","Gippsland",1624
"Persons Place of Usual Residence","18","Flinders",1512
"Persons Place of Usual Residence","18","Wills",1367
"Persons Place of Usual Residence","18","Melbourne",3422
"Persons Place of Usual Residence","18","Cooper",1511
"Persons Place of Usual Residence","18","Maribyrnong",1506
"Persons Place of Usual Residence","18","Macnamara",1257
"Persons Place of Usual Residence","18","Higgins",1527
"Persons Place of Usual Residence","18","Kooyong",2403
"Persons Place of Usual Residence","18","Menzies",2097
"Persons Place of Usual Residence","18","Chisholm",2738
"Persons Place of Usual Residence","18","Deakin",2007
"Persons Place of Usual Residence","18","Goldstein",1713
"Persons Place of Usual Residence","18","Hotham",2251
"Persons Place of Usual Residence","18","Isaacs",1732
"Persons Place of Usual Residence","18","Jagajaga",1874
"Persons Place of Usual Residence","18","Scullin",1924
"Persons Place of Usual Residence","18","Gorton",2070
"Persons Place of Usual Residence","18","Calwell",2173
"Persons Place of Usual Residence","18","Aston",2058
"Persons Place of Usual Residence","18","La Trobe",1554
"Persons Place of Usual Residence","18","Bruce",2461
"Persons Place of Usual Residence","18","Holt",1922
"Persons Place of Usual Residence","18","Fraser",1806
"Persons Place of Usual Residence","18","Lalor",1858
"Persons Place of Usual Residence","18","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","18","No usual address (Vic.)",105
"Persons Place of Usual Residence","18","Total",72668
"Persons Place of Usual Residence","19","Casey",1925
"Persons Place of Usual Residence","19","Dunkley",1862
"Persons Place of Usual Residence","19","Gellibrand",1613
"Persons Place of Usual Residence","19","Nicholls",1764
"Persons Place of Usual Residence","19","Indi",1497
"Persons Place of Usual Residence","19","Corio",1804
"Persons Place of Usual Residence","19","Corangamite",1524
"Persons Place of Usual Residence","19","McEwen",1502
"Persons Place of Usual Residence","19","Monash",1242
"Persons Place of Usual Residence","19","Bendigo",1676
"Persons Place of Usual Residence","19","Wannon",1567
"Persons Place of Usual Residence","19","Mallee",1582
"Persons Place of Usual Residence","19","Hawke",1779
"Persons Place of Usual Residence","19","Ballarat",1729
"Persons Place of Usual Residence","19","Gippsland",1443
